Time, Altitude, Velocity, Temperature (F), Voltage
66.55, 1556, -53, 86.81, 9.20
66.60, 1554, -52, 86.81, 9.20
66.65, 1561, -51, 86.81, 9.20
66.70, 1553, -51, 86.81, 9.20
66.75, 1545, -52, 86.81, 9.20
66.80, 1537, -53, 86.81, 9.20
66.85, 1525, -54, 86.79, 9.20
66.90, 1528, -55, 86.81, 9.20
66.95, 1529, -56, 86.81, 9.20
67.00, 1522, -57, 86.81, 9.20
67.05, 1519, -59, 86.79, 9.20
67.10, 1517, -60, 86.81, 9.20
67.15, 1508, -61, 86.79, 9.20
67.20, 1509, -61, 86.79, 9.20
67.25, 1507, -61, 86.79, 9.20
67.30, 1506, -60, 86.79, 9.20
67.35, 1507, -60, 86.79, 9.20
67.40, 1493, -60, 86.79, 9.20
67.45, 1507, -61, 86.79, 9.20
67.50, 1511, -61, 86.79, 9.20
67.55, 1503, -62, 86.79, 9.20
67.60, 1499, -63, 86.79, 9.20
67.65, 1486, -63, 86.76, 9.20
67.70, 1488, -63, 86.76, 9.20
67.75, 1479, -62, 86.77, 9.20
67.80, 1476, -62, 86.76, 9.20
67.85, 1472, -63, 86.76, 9.20
67.90, 1470, -64, 86.76, 9.20
67.95, 1469, -65, 86.76, 9.20
68.00, 1460, -66, 86.76, 9.20
68.05, 1455, -66, 86.76, 9.20
68.10, 1457, -65, 86.76, 9.20
68.15, 1452, -65, 86.76, 9.20
68.20, 1451, -64, 86.76, 9.20
68.25, 1445, -63, 86.76, 9.20
68.30, 1442, -63, 86.76, 9.20
68.35, 1443, -63, 86.76, 9.20
68.40, 1443, -64, 86.74, 9.20
68.45, 1437, -67, 86.76, 9.20
68.50, 1434, -70, 86.76, 9.20
68.55, 1424, -72, 86.76, 9.20
68.60, 1437, -73, 86.72, 9.20
68.65, 1430, -72, 86.74, 9.20
68.70, 1430, -72, 86.72, 9.20
68.75, 1415, -72, 86.72, 9.20
68.80, 1408, -71, 86.72, 9.20
68.85, 1402, -71, 86.72, 9.20
68.90, 1398, -71, 86.72, 9.20
68.95, 1390, -70, 86.72, 9.20
69.00, 1390, -69, 86.68, 9.20
69.05, 1390, -68, 86.72, 9.20
69.10, 1387, -68, 86.70, 9.20
69.15, 1382, -67, 86.70, 9.20
69.20, 1381, -67, 86.68, 9.20
69.25, 1378, -67, 86.70, 9.20
69.30, 1396, -68, 86.68, 9.20
69.35, 1382, -69, 86.68, 9.20
69.40, 1367, -70, 86.70, 9.20
69.45, 1367, -71, 86.68, 9.20
69.50, 1363, -72, 86.68, 9.20
69.55, 1354, -72, 86.68, 9.20
69.60, 1351, -73, 86.68, 9.20
69.65, 1343, -73, 86.68, 9.20
69.70, 1340, -72, 86.68, 9.20
69.75, 1337, -71, 86.68, 9.20
69.80, 1334, -68, 86.68, 9.20
69.85, 1332, -67, 86.68, 9.20
69.90, 1329, -66, 86.68, 9.20
69.95, 1326, -65, 86.68, 9.20
70.00, 1326, -66, 86.67, 9.20
70.05, 1322, -67, 86.67, 9.20
70.10, 1321, -67, 86.67, 9.20
70.15, 1317, -69, 86.67, 9.20
70.20, 1320, -70, 86.65, 9.20
70.25, 1313, -71, 86.67, 9.20
70.30, 1308, -72, 86.67, 9.20
70.35, 1299, -71, 86.67, 9.20
70.40, 1296, -70, 86.65, 9.20
70.45, 1294, -69, 86.65, 9.20
70.50, 1292, -67, 86.63, 9.20
70.55, 1288, -66, 86.63, 9.20
70.60, 1285, -65, 86.63, 9.20
70.65, 1281, -63, 86.65, 9.20
70.70, 1281, -63, 86.65, 9.20
70.75, 1277, -63, 86.63, 9.20
70.80, 1273, -63, 86.65, 9.20
70.85, 1270, -64, 86.63, 9.20
70.90, 1267, -65, 86.63, 9.20
70.95, 1263, -66, 86.63, 9.20
71.00, 1258, -67, 86.63, 9.20
71.05, 1254, -67, 86.63, 9.20
71.10, 1249, -68, 86.63, 9.20
71.15, 1249, -68, 86.59, 9.20
71.20, 1244, -67, 86.63, 9.20
71.25, 1243, -66, 86.61, 9.20
71.30, 1239, -63, 86.61, 9.20
71.35, 1236, -61, 86.61, 9.20
71.40, 1235, -58, 86.61, 9.20
71.45, 1230, -56, 86.59, 9.20
71.50, 1227, -55, 86.61, 9.20
71.55, 1223, -56, 86.59, 9.20
71.60, 1221, -58, 86.61, 9.20
71.65, 1220, -61, 86.59, 9.20
71.70, 1217, -63, 86.59, 9.20
71.75, 1212, -65, 86.59, 9.20
71.80, 1205, -65, 86.59, 9.20
71.85, 1201, -65, 86.59, 9.20
71.90, 1198, -64, 86.59, 9.20
71.95, 1195, -63, 86.59, 9.20
72.00, 1191, -62, 86.58, 9.20
72.05, 1188, -60, 86.58, 9.20
72.10, 1184, -58, 86.58, 9.20
72.15, 1183, -56, 86.58, 9.20
72.20, 1182, -53, 86.58, 9.20
72.25, 1184, -51, 86.58, 9.20
72.30, 1185, -49, 86.58, 9.20
72.35, 1180, -48, 86.58, 9.20
72.40, 1186, -48, 86.59, 9.20
72.45, 1188, -49, 86.58, 9.20
72.50, 1190, -51, 86.58, 9.20
72.55, 1175, -53, 86.58, 9.20
72.60, 1157, -55, 86.58, 9.20
72.65, 1152, -57, 86.58, 9.20
72.70, 1150, -59, 86.58, 9.20
72.75, 1146, -60, 86.58, 9.20
72.80, 1143, -60, 86.58, 9.20
72.85, 1142, -60, 86.56, 9.20
72.90, 1138, -61, 86.58, 9.20
72.95, 1136, -61, 86.58, 9.20
73.00, 1137, -60, 86.56, 9.20
73.05, 1141, -59, 86.56, 9.20
73.10, 1135, -58, 86.56, 9.20
73.15, 1141, -56, 86.54, 9.20
73.20, 1142, -54, 86.54, 9.20
73.25, 1153, -53, 86.54, 9.20
73.30, 1146, -53, 86.54, 9.20
73.35, 1145, -54, 86.56, 9.20
73.40, 1132, -56, 86.54, 9.20
73.45, 1130, -59, 86.54, 9.20
73.50, 1121, -61, 86.52, 9.20
73.55, 1116, -62, 86.50, 9.20
73.60, 1101, -62, 86.52, 9.20
73.65, 1102, -61, 86.50, 9.20
73.70, 1094, -60, 86.50, 9.20
73.75, 1088, -59, 86.50, 9.20
73.80, 1083, -58, 86.50, 9.20
73.85, 1080, -57, 86.50, 9.20
73.90, 1077, -56, 86.47, 9.20
73.95, 1072, -56, 86.49, 9.20
74.00, 1069, -56, 86.50, 9.20
74.05, 1070, -58, 86.49, 9.20
74.10, 1077, -60, 86.49, 9.20
74.15, 1081, -64, 86.50, 9.20
74.20, 1075, -69, 86.50, 9.20
74.25, 1087, -72, 86.49, 9.20
74.30, 1084, -75, 86.47, 9.20
74.35, 1080, -76, 86.49, 9.20
74.40, 1069, -75, 86.49, 9.20
74.45, 1060, -74, 86.47, 9.20
74.50, 1049, -73, 86.47, 9.20
74.55, 1041, -71, 86.45, 9.20
74.60, 1037, -70, 86.47, 9.20
74.65, 1031, -68, 86.47, 9.20
74.70, 1030, -67, 86.47, 9.20
74.75, 1028, -66, 86.45, 9.20
74.80, 1033, -65, 86.47, 9.20
74.85, 1029, -64, 86.45, 9.20
74.90, 1028, -64, 86.45, 9.20
74.95, 1032, -65, 86.45, 9.20
75.00, 1031, -66, 86.45, 9.20
75.05, 1025, -68, 86.45, 9.20
75.10, 1013, -71, 86.45, 9.20
75.15, 1013, -74, 86.45, 9.20
75.20, 1002, -77, 86.45, 9.20
75.25, 994, -79, 86.45, 9.20
75.30, 991, -80, 86.45, 9.20
75.35, 991, -79, 86.45, 9.20
75.40, 983, -77, 86.45, 9.20
75.45, 979, -74, 86.45, 9.20
75.50, 973, -71, 86.45, 9.20
75.55, 969, -69, 86.45, 9.20
75.60, 968, -67, 86.43, 9.20
75.65, 963, -67, 86.45, 9.20
75.70, 961, -67, 86.45, 9.20
75.75, 959, -68, 86.45, 9.20
75.80, 956, -69, 86.45, 9.20
75.85, 954, -70, 86.45, 9.20
75.90, 947, -71, 86.45, 9.20
75.95, 943, -71, 86.45, 9.20
76.00, 940, -71, 86.43, 9.20
76.05, 937, -71, 86.43, 9.20
76.10, 932, -69, 86.45, 9.20
76.15, 929, -68, 86.45, 9.20
76.20, 926, -66, 86.45, 9.20
76.25, 924, -64, 86.45, 9.20
76.30, 923, -63, 86.41, 9.20
76.35, 918, -62, 86.45, 9.20
76.40, 916, -61, 86.43, 9.20
76.45, 914, -59, 86.41, 9.20
76.50, 911, -58, 86.43, 9.20
76.55, 907, -58, 86.41, 9.20
76.60, 904, -59, 86.41, 9.20
76.65, 899, -60, 86.43, 9.20
76.70, 899, -60, 86.43, 9.20
76.75, 893, -60, 86.43, 9.20
76.80, 894, -60, 86.41, 9.20
76.85, 893, -59, 86.41, 9.20
76.90, 890, -57, 86.41, 9.20
76.95, 887, -55, 86.41, 9.20
77.00, 884, -53, 86.41, 9.20
77.05, 882, -50, 86.41, 9.20
77.10, 877, -47, 86.41, 9.20
77.15, 874, -46, 86.41, 9.20
77.20, 872, -45, 86.41, 9.20
77.25, 870, -46, 86.41, 9.20
77.30, 865, -47, 86.41, 9.20
77.35, 862, -48, 86.41, 9.20
77.40, 867, -49, 86.41, 9.20
77.45, 866, -51, 86.41, 9.20
77.50, 856, -52, 86.41, 9.20
77.55, 850, -55, 86.41, 9.20
77.60, 848, -56, 86.41, 9.20
77.65, 841, -57, 86.40, 9.20
77.70, 840, -57, 86.40, 9.20
77.75, 839, -56, 86.40, 9.20
77.80, 837, -55, 86.40, 9.20
77.85, 835, -54, 86.38, 9.20
77.90, 829, -54, 86.41, 9.20
77.95, 839, -54, 86.40, 9.20
78.00, 841, -54, 86.40, 9.20
78.05, 841, -54, 86.38, 9.20
78.10, 842, -54, 86.38, 9.20
78.15, 846, -54, 86.38, 9.20
78.20, 835, -55, 86.38, 9.20
78.25, 826, -56, 86.38, 9.20
78.30, 824, -56, 86.38, 9.20
78.35, 823, -57, 86.38, 9.20
78.40, 817, -57, 86.38, 9.20
78.45, 815, -56, 86.38, 9.20
78.50, 796, -55, 86.38, 9.20
78.55, 788, -55, 86.38, 9.20
78.60, 789, -55, 86.36, 9.20
78.65, 785, -56, 86.36, 9.20
78.70, 788, -58, 86.34, 9.20
78.75, 786, -60, 86.34, 9.20
78.80, 790, -61, 86.36, 9.20
78.85, 785, -63, 86.34, 9.20
78.90, 782, -64, 86.34, 9.20
78.95, 781, -67, 86.34, 9.20
79.00, 774, -69, 86.34, 9.20
79.05, 775, -72, 86.34, 9.20
79.10, 772, -73, 86.34, 9.20
79.15, 762, -74, 86.34, 9.20
79.20, 760, -73, 86.34, 9.20
79.25, 757, -72, 86.34, 9.20
79.30, 754, -71, 86.34, 9.20
79.35, 750, -70, 86.34, 9.20
79.40, 749, -67, 86.34, 9.20
79.45, 756, -65, 86.34, 9.20
79.50, 745, -62, 86.34, 9.20
79.55, 740, -60, 86.34, 9.20
79.60, 740, -59, 86.34, 9.20
79.65, 722, -60, 86.34, 9.20
79.70, 720, -62, 86.34, 9.20
79.75, 717, -65, 86.32, 9.20
79.80, 713, -67, 86.32, 9.20
79.85, 709, -68, 86.32, 9.20
79.90, 708, -68, 86.34, 9.20
79.95, 704, -68, 86.34, 9.20
80.00, 701, -67, 86.34, 9.20
80.05, 698, -66, 86.32, 9.20
80.10, 694, -65, 86.32, 9.20
80.15, 693, -63, 86.32, 9.20
80.20, 687, -62, 86.32, 9.20
80.25, 685, -61, 86.32, 9.20
80.30, 686, -61, 86.32, 9.20
80.35, 683, -61, 86.32, 9.20
80.40, 681, -63, 86.32, 9.20
80.45, 681, -64, 86.32, 9.20
80.50, 678, -65, 86.32, 9.20
80.55, 680, -66, 86.32, 9.20
80.60, 670, -66, 86.32, 9.20
80.65, 665, -64, 86.32, 9.20
80.70, 659, -64, 86.32, 9.20
80.75, 656, -62, 86.32, 9.20
80.80, 650, -61, 86.32, 9.20
80.85, 649, -60, 86.32, 9.20
80.90, 648, -59, 86.32, 9.20
80.95, 646, -58, 86.32, 9.20
81.00, 646, -58, 86.31, 9.20
81.05, 643, -58, 86.32, 9.20
81.10, 638, -60, 86.31, 9.20
81.15, 636, -61, 86.31, 9.20
81.20, 647, -61, 86.32, 9.20
81.25, 639, -62, 86.32, 9.20
81.30, 633, -62, 86.31, 9.20
81.35, 627, -62, 86.29, 9.20
81.40, 624, -62, 86.29, 9.20
81.45, 621, -62, 86.29, 9.20
81.50, 610, -62, 86.29, 9.20
81.55, 604, -61, 86.29, 9.20
81.60, 601, -60, 86.29, 9.20
81.65, 596, -60, 86.29, 9.20
81.70, 596, -59, 86.29, 9.20
81.75, 594, -59, 86.29, 9.20
81.80, 586, -59, 86.29, 9.20
81.85, 601, -58, 86.29, 9.20
81.90, 594, -59, 86.27, 9.20
81.95, 585, -58, 86.29, 9.20
82.00, 590, -58, 86.29, 9.20
82.05, 578, -58, 86.29, 9.20
82.10, 568, -59, 86.27, 9.20
82.15, 567, -61, 86.27, 9.20
82.20, 566, -63, 86.25, 9.20
82.25, 562, -64, 86.29, 9.20
82.30, 565, -63, 86.29, 9.20
82.35, 554, -62, 86.27, 9.20
82.40, 560, -60, 86.27, 9.20
82.45, 561, -58, 86.27, 9.20
82.50, 559, -57, 86.25, 9.20
82.55, 553, -57, 86.25, 9.20
82.60, 546, -57, 86.25, 9.20
82.65, 546, -57, 86.25, 9.20
82.70, 540, -58, 86.25, 9.20
82.75, 539, -60, 86.25, 9.20
82.80, 537, -63, 86.25, 9.20
82.85, 531, -66, 86.25, 9.20
82.90, 527, -68, 86.25, 9.20
82.95, 537, -68, 86.25, 9.20
83.00, 532, -68, 86.25, 9.20
83.05, 530, -66, 86.25, 9.20
83.10, 518, -64, 86.23, 9.20
83.15, 514, -63, 86.25, 9.20
83.20, 509, -63, 86.25, 9.20
83.25, 506, -62, 86.25, 9.20
83.30, 510, -62, 86.25, 9.20
83.35, 508, -62, 86.23, 9.20
83.40, 509, -63, 86.25, 9.20
83.45, 499, -63, 86.23, 9.20
83.50, 493, -64, 86.23, 9.20
83.55, 492, -64, 86.23, 9.20
83.60, 491, -64, 86.23, 9.20
83.65, 482, -65, 86.23, 9.20
83.70, 475, -66, 86.23, 9.20
83.75, 475, -67, 86.23, 9.20
83.80, 463, -68, 86.23, 9.20
83.85, 455, -68, 86.23, 9.20
83.90, 454, -68, 86.23, 9.20
83.95, 450, -67, 86.23, 9.20
84.00, 451, -66, 86.23, 9.20
84.05, 449, -64, 86.23, 9.20
84.10, 445, -62, 86.23, 9.20
84.15, 443, -60, 86.23, 9.20
84.20, 436, -60, 86.23, 9.20
84.25, 446, -60, 86.23, 9.20
84.30, 439, -61, 86.23, 9.20
84.35, 438, -63, 86.23, 9.20
84.40, 432, -64, 86.22, 9.20
84.45, 435, -65, 86.22, 9.20
84.50, 425, -66, 86.20, 9.20
84.55, 427, -66, 86.20, 9.20
84.60, 420, -65, 86.20, 9.20
84.65, 411, -65, 86.20, 9.20
84.70, 406, -64, 86.20, 9.20
84.75, 404, -63, 86.20, 9.20
84.80, 397, -61, 86.22, 9.20
84.85, 397, -59, 86.20, 9.20
84.90, 402, -58, 86.20, 9.20
84.95, 399, -58, 86.20, 9.20
85.00, 404, -60, 86.20, 9.20
85.05, 400, -61, 86.18, 9.20
85.10, 398, -62, 86.20, 9.20
85.15, 395, -63, 86.20, 9.20
85.20, 397, -62, 86.20, 9.20
85.25, 390, -63, 86.18, 9.20
85.30, 384, -63, 86.18, 9.20
85.35, 378, -63, 86.18, 9.20
85.40, 372, -64, 86.20, 9.20
85.45, 366, -64, 86.16, 9.20
85.50, 360, -64, 86.16, 9.20
85.55, 366, -65, 86.16, 9.20
85.60, 353, -64, 86.18, 9.20
85.65, 352, -64, 86.18, 9.20
85.70, 346, -64, 86.20, 9.20
85.75, 342, -65, 86.16, 9.20
85.80, 348, -66, 86.16, 9.20
85.85, 349, -68, 86.16, 9.20
85.90, 338, -70, 86.16, 9.20
85.95, 334, -71, 86.16, 9.20
86.00, 328, -72, 86.16, 9.20
86.05, 320, -72, 86.16, 9.20
86.10, 318, -71, 86.16, 9.20
86.15, 321, -70, 86.14, 9.20
86.20, 320, -68, 86.14, 9.20
86.25, 319, -67, 86.16, 9.20
86.30, 315, -66, 86.14, 9.20
86.35, 310, -65, 86.14, 9.20
86.40, 306, -66, 86.14, 9.20
86.45, 306, -67, 86.13, 9.20
86.50, 292, -68, 86.11, 9.20
86.55, 294, -70, 86.13, 9.20
86.60, 288, -71, 86.13, 9.20
86.65, 289, -71, 86.11, 9.20
86.70, 275, -72, 86.13, 9.20
86.75, 269, -72, 86.11, 9.20
86.80, 266, -73, 86.11, 9.20
86.85, 262, -73, 86.11, 9.20
86.90, 261, -72, 86.11, 9.20
86.95, 261, -70, 86.11, 9.20
87.00, 259, -67, 86.11, 9.20
87.05, 256, -65, 86.11, 9.20
87.10, 262, -64, 86.11, 9.20
87.15, 262, -64, 86.11, 9.20
87.20, 257, -66, 86.11, 9.20
87.25, 260, -69, 86.09, 9.20
87.30, 253, -72, 86.11, 9.20
87.35, 246, -73, 86.11, 9.20
87.40, 235, -74, 86.11, 9.20
87.45, 230, -74, 86.09, 9.20
87.50, 223, -73, 86.11, 9.20
87.55, 215, -71, 86.11, 9.20
87.60, 210, -69, 86.11, 9.20
87.65, 209, -66, 86.09, 9.20
87.70, 206, -63, 86.09, 9.20
87.75, 203, -60, 86.09, 9.20
87.80, 199, -58, 86.11, 9.20
87.85, 197, -58, 86.07, 9.20
87.90, 197, -59, 86.09, 9.20
87.95, 195, -60, 86.09, 9.20
88.00, 199, -62, 86.07, 9.20
88.05, 202, -64, 86.07, 9.20
88.10, 200, -67, 86.07, 9.20
88.15, 191, -70, 86.09, 9.20
88.20, 182, -73, 86.07, 9.20
88.25, 173, -75, 86.07, 9.20
88.30, 166, -75, 86.07, 9.20
88.35, 160, -74, 86.07, 9.20
88.40, 157, -73, 86.07, 9.20
88.45, 154, -71, 86.07, 9.20
88.50, 153, -68, 86.07, 9.20
88.55, 152, -66, 86.07, 9.20
88.60, 152, -63, 86.07, 9.20
88.65, 158, -61, 86.05, 9.20
88.70, 161, -60, 86.05, 9.20
88.75, 154, -60, 86.05, 9.20
88.80, 150, -61, 86.07, 9.20
88.85, 148, -62, 86.05, 9.20
88.90, 143, -65, 86.04, 9.20
88.95, 139, -66, 86.04, 9.20
89.00, 140, -67, 86.04, 9.20
89.05, 132, -67, 86.04, 9.20
89.10, 123, -67, 86.04, 9.20
89.15, 113, -65, 86.04, 9.20
89.20, 108, -63, 86.04, 9.20
89.25, 104, -62, 86.02, 9.20
89.30, 100, -62, 86.02, 9.20
89.35, 94, -62, 86.04, 9.20
89.40, 91, -62, 86.02, 9.20
89.45, 87, -63, 86.00, 9.20
89.50, 86, -63, 86.04, 9.20
89.55, 90, -64, 86.00, 9.20
89.60, 89, -64, 86.00, 9.20
89.65, 96, -65, 86.00, 9.20
89.70, 91, -65, 86.02, 9.20
89.75, 81, -64, 86.00, 9.20
89.80, 78, -64, 86.02, 9.20
89.85, 67, -64, 86.00, 9.20
89.90, 64, -65, 86.00, 9.20
89.95, 68, -65, 86.00, 9.20
90.00, 68, -65, 86.00, 9.20
90.05, 63, -64, 86.00, 9.20
90.10, 63, -63, 86.00, 9.20
90.15, 66, -60, 86.00, 9.20
90.20, 53, -57, 86.00, 9.20
90.25, 47, -55, 86.00, 9.20
90.30, 39, -52, 86.00, 9.20
90.35, 35, -50, 86.00, 9.20
90.40, 33, -49, 86.00, 9.20
90.45, 30, -48, 85.98, 9.20
90.50, 25, -48, 86.00, 9.20
90.55, 28, -48, 85.98, 9.20
90.60, 28, -48, 86.00, 9.20
90.65, 36, -48, 85.98, 9.20
90.70, 28, -47, 85.98, 9.20
90.75, 30, -44, 85.98, 9.20
90.80, 18, -42, 85.98, 9.20
90.85, 16, -39, 85.98, 9.20
90.90, -19, -38, 86.00, 9.20
90.95, -15, -37, 86.00, 9.20
91.00, -3, -36, 85.96, 9.20
91.05, -3, -35, 85.96, 9.20
91.10, -3, -34, 85.98, 9.20
91.15, -1, -32, 85.96, 9.20
91.20, -2, -30, 85.96, 9.20
91.25, -3, -27, 85.98, 9.20
91.30, -3, -24, 85.98, 9.20
91.35, -3, -21, 85.96, 9.20
91.40, -4, -19, 85.96, 9.20
91.45, -5, -18, 85.96, 9.20
91.50, -3, -17, 85.95, 9.20
91.55, -4, -17, 85.95, 9.20
91.60, -5, -17, 85.95, 9.20
91.65, -4, -17, 85.95, 9.20
91.70, -4, -16, 85.95, 9.20
91.75, -6, -15, 85.96, 9.20
91.80, -5, -13, 85.95, 9.20
91.85, -5, -11, 85.95, 9.20
91.90, -4, -9, 85.95, 9.20
91.95, -4, -7, 85.95, 9.20
92.00, -5, -4, 85.95, 9.20
92.05, -5, -3, 85.96, 9.20
92.10, -4, -2, 85.95, 9.20
92.15, -4, -1, 85.95, 9.20
92.20, -5, -1, 85.95, 9.20
92.25, -3, -1, 85.93, 9.20
92.30, -5, -1, 85.95, 9.20
92.35, -4, -1, 85.93, 9.20
92.40, -4, -1, 85.95, 9.20
92.45, -5, -0, 85.95, 9.20
92.50, -4, -0, 85.93, 9.20
92.55, -4, -0, 85.95, 9.20
92.60, -4, -0, 85.93, 9.20
92.65, -4, -0, 85.91, 9.20
92.70, -2, -0, 85.91, 9.20
92.75, -4, -0, 85.93, 9.20
92.80, -4, 0, 85.91, 9.20
92.85, -4, 0, 85.93, 9.20
92.90, -4, 0, 85.91, 9.20
92.95, -5, 0, 85.91, 9.20
93.00, -3, 0, 85.91, 9.20
93.05, -4, 0, 85.91, 9.20
93.10, -5, 0, 85.91, 9.20
93.15, -5, 0, 85.91, 9.20
93.20, -5, -0, 85.91, 9.20
93.25, -5, -0, 85.91, 9.20
93.30, -5, -0, 85.91, 9.20
93.35, -4, -0, 85.91, 9.20
93.40, -5, -0, 85.91, 9.20
93.45, -5, -0, 85.91, 9.20
93.50, -4, -0, 85.89, 9.20
93.55, -5, -0, 85.91, 9.20
93.60, -5, -0, 85.91, 9.20
93.65, -5, -0, 85.91, 9.20
93.70, -5, -0, 85.91, 9.20
93.75, -5, -0, 85.91, 9.20
93.80, -5, -0, 85.91, 9.20
93.85, -4, -0, 85.91, 9.20
93.90, -4, -0, 85.89, 9.20
93.95, -4, -0, 85.89, 9.20
94.00, -6, -0, 85.91, 9.20
94.05, -4, -0, 85.89, 9.20
94.10, -4, -0, 85.89, 9.20
94.15, -4, -0, 85.89, 9.20
94.20, -4, -0, 85.89, 9.20
94.25, -5, -0, 85.91, 9.20
94.30, -5, -0, 85.89, 9.20
94.35, -5, -0, 85.89, 9.20
94.40, -4, 0, 85.89, 9.20
94.45, -4, -0, 85.87, 9.20
94.50, -6, -0, 85.89, 9.20
94.55, -3, 0, 85.87, 9.20
94.60, -3, 0, 85.87, 9.20
94.65, -4, 0, 85.87, 9.20
94.70, -5, 0, 85.89, 9.20
94.75, -4, 0, 85.87, 9.20
94.80, -5, 0, 85.89, 9.20
94.85, -5, 0, 85.87, 9.20
94.90, -4, -0, 85.87, 9.20
94.95, -4, -0, 85.87, 9.20
95.00, -4, 0, 85.87, 9.20
95.05, -5, -0, 85.87, 9.20
95.10, -5, -0, 85.87, 9.20
95.15, -5, -0, 85.87, 9.20
95.20, -5, -0, 85.87, 9.20
95.25, -5, -0, 85.87, 9.20
95.30, -5, 0, 85.87, 9.20
95.35, -4, 0, 85.87, 9.20
95.40, -5, -0, 85.87, 9.20
95.45, -4, -0, 85.87, 9.20
95.50, -6, -0, 85.87, 9.20
95.55, -5, -0, 85.87, 9.20
95.60, -4, -0, 85.87, 9.20
95.65, -4, -0, 85.87, 9.20
95.70, -4, -0, 85.87, 9.20
95.75, -5, -0, 85.87, 9.20
95.80, -4, 0, 85.86, 9.20
95.85, -5, 0, 85.87, 9.20
95.90, -4, 0, 85.87, 9.20
95.95, -5, 0, 85.87, 9.20
96.00, -4, 0, 85.87, 9.20
96.05, -5, 0, 85.87, 9.20
96.10, -4, 0, 85.87, 9.20
96.15, -5, 0, 85.87, 9.20
96.20, -5, 0, 85.87, 9.20
96.25, -4, 0, 85.87, 9.20
96.30, -5, 0, 85.87, 9.20
96.35, -4, -0, 85.87, 9.20
96.40, -5, -0, 85.87, 9.20
96.45, -5, -0, 85.87, 9.20
96.50, -5, 0, 85.87, 9.20
96.55, -4, 0, 85.87, 9.20
96.60, -5, -0, 85.86, 9.20
96.65, -5, -0, 85.87, 9.20
96.70, -5, -0, 85.87, 9.20
96.75, -4, -0, 85.86, 9.20
96.80, -5, -0, 85.87, 9.20
96.85, -4, -0, 85.86, 9.20
96.90, -4, -0, 85.86, 9.20
96.95, -4, -0, 85.86, 9.20
97.00, -5, -0, 85.87, 9.20
97.05, -5, -0, 85.86, 9.20
97.10, -4, -0, 85.87, 9.20
97.15, -5, -0, 85.86, 9.20
97.20, -5, -0, 85.86, 9.20
97.25, -4, -0, 85.86, 9.20
97.30, -5, -0, 85.86, 9.20
97.35, -5, -0, 85.86, 9.20
97.40, -5, -0, 85.87, 9.20
97.45, -5, -0, 85.86, 9.20
97.50, -4, -0, 85.86, 9.20
97.55, -5, -0, 85.87, 9.20
97.60, -4, -0, 85.86, 9.20
97.65, -5, -0, 85.86, 9.20
97.70, -5, -0, 85.86, 9.20
97.75, -4, -0, 85.86, 9.20
97.80, -5, -0, 85.86, 9.20
97.85, -5, -0, 85.86, 9.20
97.90, -5, -0, 85.86, 9.20
97.95, -4, -0, 85.86, 9.20
98.00, -5, -0, 85.86, 9.20
98.05, -4, -0, 85.86, 9.20
98.10, -5, -1, 85.84, 9.20
98.15, -5, -1, 85.86, 9.20
98.20, -5, -1, 85.86, 9.20
98.25, -5, -1, 85.86, 9.20
98.30, -5, -1, 85.84, 9.20
98.35, -5, -1, 85.86, 9.20
98.40, -6, -0, 85.86, 9.20
98.45, -5, 0, 85.84, 9.20
98.50, -5, 1, 85.86, 9.20
98.55, -5, 1, 85.84, 9.20
98.60, -5, 1, 85.84, 9.20
98.65, -5, 1, 85.84, 9.20
98.70, -5, -0, 85.86, 9.20
98.75, -5, -0, 85.86, 9.20
98.80, -5, -0, 85.86, 9.20
98.85, -4, -0, 85.84, 9.20
98.90, -4, -0, 85.82, 9.20
98.95, -5, -0, 85.84, 9.20
99.00, -5, -0, 85.86, 9.20
99.05, -5, -0, 85.82, 9.20
99.10, -5, -0, 85.84, 9.20
99.15, -4, -0, 85.82, 9.20
